initial_r_1,initial_r_2,r_1,r_2,ED_1,ED_2,initial_a_1,initial_a_2,initial_a_3,initial_a_4,a_1,a_2,a_3,a_4,EA_1,EA_2,EA_3,EA_4,ED_vec_max,EA_vec_max,Algo,Converged,Iterations
0.01,0.01,4.905081427316847,1.7181897593518973,0.11938011306192564,-0.6856461134708063,6.0,9.0,6.0,4.5,10.505825302287606,3.508649667618876e-6,2.627050828153447,9.540801022696082,-0.0007929093563010525,2.6674216315180903,-0.0007927299206205163,-0.1129170332975562,0.6856461134708063,2.6674216315180903,LBFGS,1.0,16.0
0.01,0.01,4.905081428636254,1.71818976275785,0.11938009127375437,-0.6856461149633581,6.0,9.0,6.0,4.5,10.505825241983162,3.5086497777010483e-6,2.6270507966311687,9.540801017812697,-0.0007928711611562278,2.667421631584091,-0.0007927039256672153,-0.11291704616141018,0.6856461149633581,2.667421631584091,NM,0.0,7.0e6
0.01,0.01,2.907044630113806,2.996051898027709,1.3500311979441904e-13,-1.4210854715202004e-13,6.0,9.0,6.0,3.0,12.888848537435361,22.04473025258713,3.650395479676305,5.517693470905926,1.7763568394002505e-14,-1.7053025658242404e-13,1.4788170688007085e-13,6.217248937900877e-15,1.4210854715202004e-13,1.7053025658242404e-13,LBFGS,1.0,2.0
0.01,0.01,2.9070446301138033,2.996051898027708,1.9184653865522705e-13,1.6697754290362354e-13,6.0,9.0,6.0,2.25,12.888848537435269,22.044730252586973,3.6503954796764426,5.517693470905835,1.652011860642233e-13,-5.3290705182007514e-14,3.68594044175552e-14,8.970602038971265e-14,1.9184653865522705e-13,1.652011860642233e-13,LBFGS,1.0,1.0
0.01,0.01,2.9070446301138246,2.996051898027709,7.105427357601002e-15,-2.7000623958883807e-13,6.0,9.0,6.0,1.8,12.88884853743539,22.044730252586884,3.650395479676881,5.517693470905745,6.217248937900877e-14,-9.592326932761353e-14,-5.040412531798211e-13,1.4477308241112041e-13,2.7000623958883807e-13,5.040412531798211e-13,LBFGS,1.0,1.0
0.01,0.01,2.907044630113803,2.996051898027708,6.394884621840902e-14,1.9895196601282805e-13,6.0,9.0,3.0,9.0,12.88884853743524,22.044730252586906,3.6503954796762836,5.517693470905799,1.6697754290362354e-13,3.197442310920451e-14,1.8784973576657649e-13,1.2967404927621828e-13,1.9895196601282805e-13,1.8784973576657649e-13,LBFGS,1.0,1.0
0.01,0.01,2.9070446301138175,2.996051898027709,-1.7763568394002505e-13,-1.1013412404281553e-13,6.0,9.0,3.0,4.5,12.888848537435367,22.044730252586863,3.65039547967644,5.517693470905929,1.7763568394002505e-15,3.552713678800501e-14,-5.46229728115577e-14,-1.1546319456101628e-14,1.7763568394002505e-13,5.46229728115577e-14,LBFGS,1.0,2.0
0.01,0.01,4.961738269619808,2.166931242110559e-15,6.819280874381661e-5,-0.6577944172320791,6.0,9.0,3.0,3.0,9.915521789638655,1.0594926785525015e-14,2.4788807664866486,8.76685636077223,-4.254360579381e-7,2.1919057020190174,-4.254359993183243e-7,-7.349612231166702e-5,0.6577944172320791,2.1919057020190174,LBFGS,1.0,8.0
0.01,0.01,4.961738266880892,3.687100553428975e-17,6.820336781032665e-5,-0.6577944165477936,6.0,9.0,3.0,3.0,9.915521806773922,1.059492680564452e-14,2.4788807682800136,8.766856359324246,-4.1219855617669054e-7,2.1919057022241213,-4.19636172033222e-7,-7.349385314370238e-5,0.6577944165477936,2.1919057022241213,NM,1.0,420.0
0.01,0.01,2.9070446301138166,2.996051898027708,-1.2789769243681803e-13,2.2382096176443156e-13,6.0,9.0,3.0,2.25,12.888848537435521,22.044730252586778,3.6503954796766345,5.517693470906005,-6.572520305780927e-14,5.684341886080802e-14,-2.2382096176443156e-13,-1.021405182655144e-13,2.2382096176443156e-13,2.2382096176443156e-13,LBFGS,1.0,1.0
0.01,0.01,2.907044630113804,2.996051898027709,7.105427357601002e-14,3.552713678800501e-15,6.0,9.0,3.0,1.8,12.888848537435099,22.04473025258712,3.650395479676304,5.517693470906212,1.8118839761882555e-13,-6.394884621840902e-14,1.3278267374516872e-13,-2.5579538487363607e-13,7.105427357601002e-14,2.5579538487363607e-13,LBFGS,1.0,1.0
0.01,0.01,2.907044630113823,2.996051898027709,-8.526512829121202e-14,-1.8474111129762605e-13,6.0,9.0,2.0,9.0,12.88884853743516,22.04473025258714,3.6503954796768014,5.517693470905732,1.900701818158268e-13,-2.4868995751603507e-13,-4.418687638008123e-13,1.8385293287792592e-13,1.8474111129762605e-13,4.418687638008123e-13,LBFGS,1.0,2.0
0.01,0.01,2.907044630113817,2.996051898027709,-9.237055564881302e-14,-2.0250467969162855e-13,6.0,9.0,2.0,4.5,12.88884853743559,22.044730252586834,3.650395479676422,5.517693470905818,-1.474376176702208e-13,-3.552713678800501e-15,-1.554312234475219e-14,8.260059303211165e-14,2.0250467969162855e-13,1.474376176702208e-13,LBFGS,1.0,1.0
0.01,0.01,2.9070446301138095,2.9960518980277095,-3.019806626980426e-13,0.0,6.0,9.0,2.0,3.0,12.888848537434503,22.04473025258755,3.6503954796762215,5.517693470906047,5.293543381412746e-13,-2.913225216616411e-13,1.2256862191861728e-13,-4.085620730620576e-14,3.019806626980426e-13,5.293543381412746e-13,LBFGS,1.0,1.0
0.01,0.01,2.9070446301138255,2.9960518980277095,-3.872457909892546e-13,-2.7000623958883807e-13,6.0,9.0,2.0,2.25,12.888848537435189,22.044730252586522,3.650395479676466,5.51769347090591,1.3322676295501878e-13,3.588240815588506e-13,-1.3589129821411916e-13,1.7763568394002505e-15,3.872457909892546e-13,3.588240815588506e-13,LBFGS,1.0,2.0
0.01,0.01,2.9070446301138158,2.996051898027709,3.552713678800501e-15,-4.973799150320701e-14,6.0,9.0,2.0,1.8,12.88884853743473,22.044730252587275,3.6503954796767797,5.517693470905944,5.027089855502709e-13,-2.2737367544323206e-13,-4.0945025148175773e-13,1.0658141036401503e-14,4.973799150320701e-14,5.027089855502709e-13,LBFGS,1.0,1.0
0.01,0.01,2.907044630113828,2.9960518980277095,-3.659295089164516e-13,-2.2026824808563106e-13,6.0,9.0,1.5,9.0,12.888848537435281,22.04473025258712,3.6503954796766687,5.51769347090598,-3.552713678800501e-15,-1.9539925233402755e-13,-3.601563491884008e-13,-5.773159728050814e-14,3.659295089164516e-13,3.601563491884008e-13,LBFGS,1.0,1.0
0.01,0.01,2.907044630113817,2.996051898027709,-1.5631940186722204e-13,-1.4921397450962104e-13,6.0,9.0,1.5,4.5,12.888848537435573,22.044730252586856,3.650395479676381,5.517693470905889,-1.580957587066223e-13,3.552713678800501e-15,1.7319479184152442e-14,1.865174681370263e-14,1.5631940186722204e-13,1.580957587066223e-13,LBFGS,1.0,1.0
0.01,0.01,2.9070446301138113,2.996051898027709,-1.2789769243681803e-13,-4.618527782440651e-14,6.0,9.0,1.5,3.0,12.88884853743532,22.04473025258704,3.6503954796762885,5.5176934709060115,1.7763568394002505e-15,-6.394884621840902e-14,1.176836406102666e-13,-7.460698725481052e-14,1.2789769243681803e-13,1.176836406102666e-13,LBFGS,1.0,2.0
0.01,0.01,2.9070446301137913,2.996051898027708,3.694822225952521e-13,2.2382096176443156e-13,6.0,9.0,1.5,2.25,12.888848537434829,22.044730252586746,3.6503954796762352,5.517693470905965,5.382361223382759e-13,2.877698079828406e-13,2.9176661087149114e-13,-1.2434497875801753e-14,3.694822225952521e-13,5.382361223382759e-13,LBFGS,1.0,2.0
0.01,0.01,2.9070446301138073,2.9960518980277078,3.588240815588506e-13,1.2079226507921703e-13,6.0,9.0,1.5,1.8,12.88884853743543,22.044730252586405,3.6503954796767206,5.517693470905642,1.865174681370263e-13,3.055333763768431e-13,-2.1316282072803006e-13,2.3092638912203256e-13,3.588240815588506e-13,3.055333763768431e-13,LBFGS,1.0,2.0
0.01,0.01,2.9070446301138197,2.996051898027708,1.0658141036401503e-14,-3.552713678800501e-15,6.0,9.0,1.2,9.0,12.88884853743567,22.04473025258705,3.650395479676757,5.517693470905442,-1.2967404927621828e-13,-3.197442310920451e-13,-3.375077994860476e-13,4.3520742565306136e-13,1.0658141036401503e-14,4.3520742565306136e-13,LBFGS,1.0,2.0
0.01,0.01,2.907044630113801,2.996051898027708,1.4566126083082054e-13,9.592326932761353e-14,6.0,9.0,1.2,4.5,12.888848537435573,22.044730252586874,3.650395479676155,5.5176934709056455,-6.750155989720952e-14,-1.4210854715202004e-14,3.494982081519993e-13,2.637889906509372e-13,1.4566126083082054e-13,3.494982081519993e-13,LBFGS,1.0,2.0
0.01,0.01,4.961738269495075,2.9109259182304955e-15,6.819386404188776e-5,-0.6577944168211465,6.0,9.0,1.2,3.0,9.915521791044336,1.059492679178693e-14,2.4788807688644137,8.766856361106537,-4.2521996768130066e-7,2.191905702142312,-4.2740832162380116e-7,-7.349596350003651e-5,0.6577944168211465,2.191905702142312,LBFGS,1.0,4.0
0.01,0.01,4.961738271273912,1.0244292126838527e-17,6.818219688042859e-5,-0.6577944079086775,6.0,9.0,1.2,3.0,9.915521767352649,1.0594926935462769e-14,2.4788807558061903,8.766856366727332,-4.232517749613862e-7,2.1919057048174895,-4.197809717609857e-7,-7.349088975772133e-5,0.6577944079086775,2.1919057048174895,NM,1.0,496.0
0.01,0.01,2.9070446301138118,2.996051898027708,-2.4868995751603507e-14,2.0605739337042905e-13,6.0,9.0,1.2,2.25,12.88884853743538,22.044730252586962,3.65039547967656,5.517693470905879,4.796163466380676e-14,-7.815970093361102e-14,-1.2922996006636822e-13,3.6415315207705135e-14,2.0605739337042905e-13,1.2922996006636822e-13,LBFGS,1.0,2.0
0.01,0.01,1.914252368882146e-15,1.8334412481819726e-25,-2.107963229765624,-0.6585514254624778,6.0,9.0,1.2,1.8,14.05322310966203,1.0579430738614098e-14,8.279785706361032e-17,8.765999401489221,-5.932634207894694e-6,2.192254761852994,3.513333969961422,-0.0002895645166756111,2.107963229765624,3.513333969961422,LBFGS,1.0,2.0
0.01,0.01,2.1276478525624998e-19,3.134457068096105e-29,-2.107963258534838,-0.6585514631681013,6.0,9.0,1.2,1.8,14.053223077098803,1.0579430227273827e-14,8.279785277627335e-17,8.765999357906116,-5.969116049442391e-6,2.1922547505269145,3.5133339526995826,-0.00028956617620679026,2.107963258534838,3.5133339526995826,NM,1.0,284.0
0.01,0.01,2.9070446301138,2.996051898027708,2.3447910280083306e-13,6.039613253960852e-14,6.0,12.0,6.0,12.0,12.888848537435562,22.044730252586394,3.650395479676189,5.517693470905797,-1.7763568394002505e-15,4.050093593832571e-13,3.3439917501709715e-13,9.681144774731365e-14,2.3447910280083306e-13,4.050093593832571e-13,LBFGS,1.0,1.0
0.01,0.01,4.905081425017444,1.7181897676692384,0.11938011898838496,-0.6856461149085966,6.0,12.0,6.0,6.0,10.505825326671168,3.5086499932615084e-6,2.627050836729319,9.54080098189405,-0.0007929092434348917,2.667421630825665,-0.0007927323723855295,-0.11291703464207359,0.6856461149085966,2.667421630825665,LBFGS,1.0,5.0
0.01,0.01,4.905081422305735,1.7181897589931283,0.11938013347202414,-0.6856461179359563,6.0,12.0,6.0,6.0,10.50582533603704,3.5086495968948023e-6,2.6270508349284674,9.540801053857477,-0.0007928864380630785,2.667421628131887,-0.0007927225287231998,-0.1129170648108424,0.6856461179359563,2.667421628131887,NM,0.0,7.0e6
0.01,0.01,2.9070446301138144,2.9960518980277095,-1.7763568394002505e-13,-1.5987211554602254e-13,6.0,12.0,6.0,4.0,12.888848537434972,22.04473025258707,3.6503954796763787,5.517693470906074,2.469136006766348e-13,-1.7763568394002505e-14,-1.199040866595169e-14,-1.1901590823981678e-13,1.7763568394002505e-13,2.469136006766348e-13,LBFGS,1.0,1.0
0.01,0.01,1.1733281034768196e-86,4.847795774553082e-15,-2.1079632177241985,-0.658551495394641,6.0,12.0,6.0,3.0,14.053223135930251,1.0579429667727083e-14,8.279785855959028e-17,8.765999346045446,-5.930003611709367e-6,2.1922547408412134,3.513333977186438,-0.0002895929822930299,2.1079632177241985,3.513333977186438,LBFGS,1.0,2.0
0.01,0.01,1.1733281034768196e-86,3.122357084624195e-16,-2.1079632177241985,-0.6585514953946072,6.0,12.0,6.0,3.0,14.053223135930251,1.0579429667727083e-14,8.279785855959028e-17,8.765999346045446,-5.930003611709367e-6,2.1922547408412183,3.513333977186438,-0.00028959298227348995,2.1079632177241985,3.513333977186438,NM,1.0,233.0
0.01,0.01,2.9070446301137975,2.996051898027708,8.881784197001252e-14,3.304023721284466e-13,6.0,12.0,6.0,2.4,12.888848537435246,22.0447302525867,3.650395479676159,5.517693470906228,1.4566126083082054e-13,2.913225216616411e-13,3.348432642269472e-13,-2.859934511434403e-13,3.304023721284466e-13,3.348432642269472e-13,LBFGS,1.0,1.0
0.01,0.01,2.9070446301138166,2.996051898027709,-2.8421709430404007e-13,-2.1316282072803006e-14,6.0,12.0,3.0,12.0,12.888848537435385,22.04473025258747,3.650395479676356,5.517693470905884,-1.0480505352461478e-13,-4.689582056016661e-13,9.769962616701378e-15,5.950795411990839e-14,2.8421709430404007e-13,4.689582056016661e-13,LBFGS,1.0,1.0
0.01,0.01,2.90704463011381,2.996051898027709,1.1723955140041653e-13,-7.460698725481052e-14,6.0,12.0,3.0,6.0,12.888848537435184,22.044730252587158,3.6503954796765585,5.517693470906106,1.474376176702208e-13,-1.7053025658242404e-13,-1.354472090042691e-13,-1.6608936448392342e-13,1.1723955140041653e-13,1.7053025658242404e-13,LBFGS,1.0,1.0
0.01,0.01,2.90704463011381,2.996051898027709,-1.5276668818842154e-13,2.842170943040401e-14,6.0,12.0,3.0,4.0,12.888848537434926,22.04473025258705,3.65039547967633,5.517693470906072,3.0375701953744283e-13,1.7763568394002505e-14,6.128431095930864e-14,-1.1191048088221578e-13,1.5276668818842154e-13,3.0375701953744283e-13,LBFGS,1.0,1.0
0.01,0.01,2.907044630113804,2.996051898027708,2.1316282072803006e-14,1.2079226507921703e-13,6.0,12.0,3.0,3.0,12.888848537435333,22.044730252586493,3.650395479676189,5.517693470905695,1.4566126083082054e-13,3.552713678800501e-13,2.9043434324194095e-13,2.113864638886298e-13,1.2079226507921703e-13,3.552713678800501e-13,LBFGS,1.0,2.0
0.01,0.01,2.9070446301138158,2.9960518980277095,-2.4868995751603507e-13,-1.4921397450962104e-13,6.0,12.0,3.0,2.4,12.888848537435699,22.044730252586973,3.650395479676212,5.517693470906325,-3.5704772471945034e-13,-3.197442310920451e-14,1.7319479184152442e-13,-3.979039320256561e-13,2.4868995751603507e-13,3.979039320256561e-13,LBFGS,1.0,2.0
0.01,0.01,2.9070446301138144,2.996051898027708,-4.263256414560601e-14,3.552713678800501e-14,6.0,12.0,2.0,12.0,12.888848537435647,22.04473025258669,3.6503954796764546,5.517693470905541,-1.0658141036401503e-13,5.3290705182007514e-14,-1.1546319456101628e-14,3.3928415632544784e-13,4.263256414560601e-14,3.3928415632544784e-13,LBFGS,1.0,1.0
0.01,0.01,2.907044630113807,2.996051898027709,1.9895196601282805e-13,-1.4921397450962104e-13,6.0,12.0,2.0,6.0,12.88884853743543,22.04473025258699,3.6503954796764035,5.517693470906065,-1.5987211554602254e-14,-7.105427357601002e-14,5.5067062021407764e-14,-1.4210854715202004e-13,1.9895196601282805e-13,1.4210854715202004e-13,LBFGS,1.0,1.0
0.01,0.01,2.9070446301138126,2.996051898027709,-1.7763568394002505e-13,7.105427357601002e-15,6.0,12.0,2.0,4.0,12.88884853743487,22.044730252587314,3.650395479676421,5.517693470905912,3.339550858072471e-13,-2.3803181647963356e-13,-4.929390229335695e-14,4.973799150320701e-14,1.7763568394002505e-13,3.339550858072471e-13,LBFGS,1.0,1.0
0.01,0.01,2.907044630113806,2.996051898027708,1.5987211554602254e-13,1.6697754290362354e-13,6.0,12.0,2.0,3.0,12.888848537435614,22.04473025258708,3.6503954796764644,5.51769347090593,-1.2967404927621828e-13,-2.1316282072803006e-13,1.2434497875801753e-14,-1.865174681370263e-14,1.6697754290362354e-13,2.1316282072803006e-13,LBFGS,1.0,1.0
0.01,0.01,2.9070446301138118,2.996051898027709,-1.6342482922482304e-13,-4.263256414560601e-14,6.0,12.0,2.0,2.4,12.888848537435189,22.044730252586845,3.650395479676274,5.517693470906001,1.2612133559741778e-13,1.3145040611561853e-13,1.270095140171179e-13,-6.394884621840902e-14,1.6342482922482304e-13,1.3145040611561853e-13,LBFGS,1.0,2.0
0.01,0.01,2.9070446301138086,2.996051898027708,2.1316282072803006e-14,1.6697754290362354e-13,6.0,12.0,1.5,12.0,12.88884853743547,22.044730252586728,3.65039547967642,5.517693470905874,0.0,1.2079226507921703e-13,3.6415315207705135e-14,3.2862601528904634e-14,1.6697754290362354e-13,1.2079226507921703e-13,LBFGS,1.0,2.0
0.01,0.01,2.9070446301137953,2.996051898027708,1.6342482922482304e-13,1.4210854715202004e-13,6.0,12.0,1.5,6.0,12.888848537435385,22.04473025258699,3.6503954796759888,5.517693470905624,5.684341886080802e-14,-4.618527782440651e-14,5.293543381412746e-13,3.064215547965432e-13,1.6342482922482304e-13,5.293543381412746e-13,LBFGS,1.0,1.0
0.01,0.01,2.9070446301138073,2.996051898027708,1.8829382497642655e-13,3.197442310920451e-14,6.0,12.0,1.5,4.0,12.888848537435756,22.04473025258659,3.650395479676402,5.5176934709057575,-1.6697754290362354e-13,1.5276668818842154e-13,9.237055564881302e-14,1.2256862191861728e-13,1.8829382497642655e-13,1.6697754290362354e-13,LBFGS,1.0,1.0
0.01,0.01,2.90704463011379,2.996051898027708,6.430411758628907e-13,7.815970093361102e-14,6.0,12.0,1.5,3.0,12.888848537434972,22.044730252586454,3.650395479676381,5.517693470905948,5.204725539442734e-13,4.654054919228656e-13,1.900701818158268e-13,-2.398081733190338e-14,6.430411758628907e-13,5.204725539442734e-13,LBFGS,1.0,2.0
0.01,0.01,2.9070446301138166,2.996051898027709,-1.8474111129762605e-13,-1.7053025658242404e-13,6.0,12.0,1.5,2.4,12.888848537435694,22.04473025258657,3.650395479676273,5.517693470905916,-2.3447910280083306e-13,2.4158453015843406e-13,1.3633538742396922e-13,-2.042810365310288e-14,1.8474111129762605e-13,2.4158453015843406e-13,LBFGS,1.0,2.0
0.01,0.01,2.9070446301138357,2.9960518980277104,-6.892264536872972e-13,-4.654054919228656e-13,6.0,12.0,1.2,12.0,12.888848537435573,22.044730252586405,3.650395479676382,5.517693470906361,-2.913225216616411e-13,4.618527782440651e-13,-1.1945999744966684e-13,-4.547473508864641e-13,6.892264536872972e-13,4.618527782440651e-13,LBFGS,1.0,2.0
0.01,0.01,2.9070446301138104,2.996051898027709,1.9184653865522705e-13,5.684341886080802e-14,6.0,12.0,1.2,6.0,12.888848537434702,22.044730252587453,3.6503954796768845,5.5176934709063765,4.956035581926699e-13,-3.375077994860476e-13,-4.907185768843192e-13,-4.050093593832571e-13,1.9184653865522705e-13,4.956035581926699e-13,LBFGS,1.0,1.0
0.01,0.01,2.907044630113817,2.996051898027709,-1.8829382497642655e-13,-6.750155989720952e-14,6.0,12.0,1.2,4.0,12.888848537435436,22.0447302525867,3.650395479676423,5.517693470906131,-5.684341886080802e-14,1.9184653865522705e-13,-3.375077994860476e-14,-2.1582735598713043e-13,1.8829382497642655e-13,2.1582735598713043e-13,LBFGS,1.0,1.0
0.01,0.01,2.907044630113826,2.996051898027709,-3.943512183468556e-13,-8.526512829121202e-14,6.0,12.0,1.2,3.0,12.8888485374359,22.044730252586973,3.6503954796764764,5.517693470906036,-4.760636329592671e-13,-1.6697754290362354e-13,-1.2612133559741778e-13,-1.4210854715202004e-13,3.943512183468556e-13,4.760636329592671e-13,LBFGS,1.0,2.0
0.01,0.01,4.961738269622242,2.278433206711534e-15,6.81928027930212e-5,-0.6577944172320986,6.0,12.0,1.2,2.4,9.915521789639271,1.0594926785524112e-14,2.4788807664867014,8.766856360772342,-4.254622432142696e-7,2.1919057020190116,-4.254424443850269e-7,-7.34961224484465e-5,0.6577944172320986,2.1919057020190116,LBFGS,1.0,5.0
0.01,0.01,4.96173827323611,7.059062260411767e-18,6.817672968040256e-5,-0.657794412161115,6.0,12.0,1.2,2.4,9.91552176661702,1.0594926838264361e-14,2.478880753646809,8.76685636997097,-4.4340453442259786e-7,2.191905703541212,-4.228436876196895e-7,-7.349923616395415e-5,0.657794412161115,2.191905703541212,NM,1.0,512.0
0.01,0.01,2.907044630113828,2.996051898027708,-1.8829382497642655e-13,-5.3290705182007514e-14,6.0,15.0,6.0,15.0,12.888848537436054,22.044730252585797,3.650395479676723,5.517693470905722,-3.4283687000424834e-13,7.069900220812997e-13,-3.1175062531474396e-13,9.85878045867139e-14,1.8829382497642655e-13,7.069900220812997e-13,LBFGS,1.0,2.0
0.01,0.01,1.3993645954839838e-28,4.226964982372831e-15,-2.1079632424570587,-0.6585514697439061,6.0,15.0,6.0,7.5,14.0532230826896,1.0579430044637686e-14,8.279785546914365e-17,8.76599936967174,-5.9361209174824126e-6,2.192254748548436,3.513333962346461,-0.0002895858311351418,2.1079632424570587,3.513333962346461,LBFGS,1.0,6.0
0.01,0.01,3.5044072533657797e-29,2.430581397024799e-16,-2.107963250235164,-0.65855148511754,6.0,15.0,6.0,7.5,14.053223063508572,1.0579429899443507e-14,8.279785455455637e-17,8.765999338787559,-5.935607124030184e-6,2.1922547439320783,3.5133339576795373,-0.00028957339412016836,2.107963250235164,3.5133339576795373,NM,1.0,243.0
0.01,0.01,2.9070446301138113,2.996051898027709,1.4921397450962104e-13,-2.1671553440683056e-13,6.0,15.0,6.0,5.0,12.888848537435194,22.044730252586913,3.650395479676534,5.517693470905802,2.0605739337042905e-13,-1.0658141036401503e-14,-1.0080825063596421e-13,1.163513729807164e-13,2.1671553440683056e-13,2.0605739337042905e-13,LBFGS,1.0,1.0
0.01,0.01,2.907044630113813,2.996051898027709,-1.3500311979441904e-13,-7.815970093361102e-14,6.0,15.0,6.0,3.75,12.88884853743507,22.044730252586778,3.650395479676369,5.51769347090593,2.4158453015843406e-13,1.8829382497642655e-13,2.6201263381153694e-14,4.440892098500626e-15,1.3500311979441904e-13,2.4158453015843406e-13,LBFGS,1.0,1.0
0.01,0.01,3.7913311364207907e-28,1.095824781579349e-14,-2.10796324245705,-0.6585514697439114,6.0,15.0,6.0,3.0,14.05322308268963,1.0579430044638287e-14,8.279785546914423e-17,8.765999369671786,-5.93612092458784e-6,2.1922547485484425,3.5133339623464668,-0.00028958583115468173,2.10796324245705,3.5133339623464668,LBFGS,1.0,6.0
0.01,0.01,3.409874719171986e-33,6.297285763595888e-17,-2.107963243440542,-0.6585514709724372,6.0,15.0,6.0,3.0,14.053223077959752,1.0579430037277883e-14,8.279785540781661e-17,8.765999366324477,-5.9337514137780545e-6,2.1922547481796584,3.5133339617563664,-0.00028958395806988335,2.107963243440542,3.5133339617563664,NM,1.0,241.0
0.01,0.01,2.90704463011382,2.996051898027709,-2.3092638912203256e-13,-1.8118839761882555e-13,6.0,15.0,3.0,15.0,12.888848537435607,22.0447302525867,3.650395479676382,5.517693470905806,-1.687538997430238e-13,1.1368683772161603e-13,4.440892098500626e-15,8.970602038971265e-14,2.3092638912203256e-13,1.687538997430238e-13,LBFGS,1.0,1.0
0.01,0.01,2.907044630113803,2.996051898027708,8.171241461241152e-14,1.4566126083082054e-13,6.0,15.0,3.0,7.5,12.88884853743547,22.044730252586913,3.6503954796762237,5.517693470905726,-7.105427357601002e-15,-2.4868995751603507e-14,2.602362769721367e-13,1.900701818158268e-13,1.4566126083082054e-13,2.602362769721367e-13,LBFGS,1.0,1.0
0.01,0.01,4.905081427316846,1.718189759351898,0.1193801130619363,-0.6856461134708098,6.0,15.0,3.0,5.0,10.50582530228762,3.508649667618895e-6,2.6270508281534495,9.540801022696082,-0.0007929093563028289,2.6674216315180894,-0.0007927299206200722,-0.11291703329756153,0.6856461134708098,2.6674216315180894,LBFGS,1.0,7.0
0.01,0.01,4.905081422054475,1.7181897659164085,0.11938013387020874,-0.685646122801451,6.0,15.0,3.0,5.0,10.505825353453522,3.5086498945120607e-6,2.6270508438359186,9.540800987473625,-0.0007929012870047103,2.6674216280996776,-0.0007927307942892092,-0.11291703544455345,0.685646122801451,2.6674216280996776,NM,0.0,7.0e6
0.01,0.01,2.9070446301138033,2.996051898027708,2.8421709430404007e-13,9.947598300641403e-14,6.0,15.0,3.0,3.75,12.888848537435344,22.044730252586884,3.6503954796764937,5.517693470905793,1.438849039914203e-13,-1.7763568394002505e-14,1.3322676295501878e-15,1.1812772982011666e-13,2.8421709430404007e-13,1.438849039914203e-13,LBFGS,1.0,1.0
0.01,0.01,2.907044630113817,2.996051898027708,-1.1368683772161603e-13,7.105427357601002e-14,6.0,15.0,3.0,3.0,12.888848537435207,22.044730252586582,3.6503954796766016,5.517693470905499,2.575717417130363e-13,2.1671553440683056e-13,-1.9095836023552692e-13,3.9523939676655573e-13,1.1368683772161603e-13,3.9523939676655573e-13,LBFGS,1.0,2.0
0.01,0.01,2.9070446301138113,2.996051898027709,-1.5987211554602254e-13,-1.9184653865522705e-13,6.0,15.0,2.0,15.0,12.888848537435624,22.04473025258655,3.6503954796760487,5.5176934709057806,-1.7408297026122455e-13,2.877698079828406e-13,3.8458125573015423e-13,1.2168044349891716e-13,1.9184653865522705e-13,3.8458125573015423e-13,LBFGS,1.0,2.0
0.01,0.01,2.9070446301138224,2.996051898027709,-3.268496584496461e-13,-1.2079226507921703e-13,6.0,15.0,2.0,7.5,12.888848537435498,22.04473025258713,3.6503954796764475,5.517693470905738,-1.4210854715202004e-13,-2.4513724383723456e-13,-9.325873406851315e-14,1.758593271006248e-13,3.268496584496461e-13,2.4513724383723456e-13,LBFGS,1.0,2.0
0.01,0.01,2.9070446301138095,2.996051898027708,2.4868995751603507e-14,2.1316282072803006e-14,6.0,15.0,2.0,5.0,12.888848537435637,22.04473025258669,3.650395479676321,5.517693470905502,-9.237055564881302e-14,7.460698725481052e-14,1.4832579608992091e-13,3.836930773104541e-13,2.4868995751603507e-14,3.836930773104541e-13,LBFGS,1.0,1.0
0.01,0.01,2.907044630113807,2.996051898027709,2.3803181647963356e-13,-9.237055564881302e-14,6.0,15.0,2.0,3.75,12.888848537435642,22.044730252587353,3.650395479676483,5.517693470906268,-2.3447910280083306e-13,-4.192202140984591e-13,-2.4424906541753444e-14,-3.419486915845482e-13,2.3803181647963356e-13,4.192202140984591e-13,LBFGS,1.0,2.0
0.01,0.01,2.907044630113814,2.996051898027708,1.3500311979441904e-13,9.237055564881302e-14,6.0,15.0,2.0,3.0,12.888848537435774,22.044730252586678,3.650395479676694,5.517693470905955,-1.9895196601282805e-13,6.039613253960852e-14,-2.353672812205332e-13,-7.549516567451064e-14,1.3500311979441904e-13,2.353672812205332e-13,LBFGS,1.0,1.0
0.01,0.01,4.961738269619808,1.1631661932285568e-15,6.81928087402639e-5,-0.6577944172320818,6.0,15.0,1.5,15.0,9.915521789638651,1.0594926785524865e-14,2.478880766486648,8.766856360772225,-4.2543605438538634e-7,2.191905702019015,-4.254359988742351e-7,-7.349612231521974e-5,0.6577944172320818,2.191905702019015,LBFGS,1.0,9.0
0.01,0.01,4.961738269619808,6.651528850060679e-17,6.81928087402639e-5,-0.6577944172320738,6.0,15.0,1.5,15.0,9.915521789638651,1.0594926785524865e-14,2.478880766486648,8.766856360772225,-4.2543605438538634e-7,2.1919057020190165,-4.254359988742351e-7,-7.349612230989067e-5,0.6577944172320738,2.1919057020190165,NM,1.0,480.0
0.01,0.01,2.9070446301138126,2.9960518980277095,-1.0302869668521453e-13,-1.7053025658242404e-13,6.0,15.0,1.5,7.5,12.888848537435024,22.04473025258707,3.650395479676377,5.51769347090613,2.1671553440683056e-13,-2.4868995751603507e-14,5.329070518200751e-15,-1.7674750552032492e-13,1.7053025658242404e-13,2.1671553440683056e-13,LBFGS,1.0,1.0
